FXUS,20190214,095945,3.225,1
FXUS,20190214,095945,3.225,2
FXUS,20190214,095945,3.225,2
FXUS,20190214,095945,3.225,2
FXUS,20190214,095945,3.225,16
FXUS,20190214,095945,3.225,5
FXUS,20190214,100056,3.243,1
FXUS,20190214,100057,3.243,17
FXUS,20190214,100057,3.243,13
FXUS,20190214,100057,3.243,50
FXUS,20190214,100107,3.249,2
FXUS,20190214,100121,3.243,1
FXUS,20190214,100206,3.246,1
FXUS,20190214,100209,3.249,2
FXUS,20190214,100337,3.248,1
FXUS,20190214,100352,3.248,20
FXUS,20190214,100352,3.248,1
FXUS,20190214,100354,3.248,2
FXUS,20190214,100359,3.247,1
FXUS,20190214,100359,3.248,5
FXUS,20190214,100439,3.246,30
FXUS,20190214,100513,3.248,2
FXUS,20190214,100526,3.244,6
FXUS,20190214,100602,3.245,4
FXUS,20190214,100602,3.245,6
FXUS,20190214,100602,3.244,30
FXUS,20190214,100631,3.247,1
FXUS,20190214,100649,3.244,1
FXUS,20190214,100701,3.244,1
FXUS,20190214,100715,3.244,1
FXUS,20190214,100719,3.244,1
FXUS,20190214,100819,3.244,5
FXUS,20190214,100836,3.245,1
FXUS,20190214,100838,3.246,1
FXUS,20190214,100905,3.245,3
FXUS,20190214,100914,3.247,1
FXUS,20190214,100914,3.247,4
FXUS,20190214,100917,3.247,1
FXUS,20190214,101104,3.244,3
FXUS,20190214,101104,3.247,2
FXUS,20190214,101137,3.247,2
FXUS,20190214,101156,3.247,2
FXUS,20190214,101157,3.244,3
FXUS,20190214,101255,3.247,3
FXUS,20190214,101303,3.245,3
FXUS,20190214,101324,3.245,30
FXUS,20190214,101521,3.245,1
FXUS,20190214,101618,3.245,1
FXUS,20190214,101758,3.242,2
FXUS,20190214,101935,3.242,3
FXUS,20190214,101954,3.244,1
FXUS,20190214,102215,3.244,1
FXUS,20190214,102215,3.245,1
FXUS,20190214,102215,3.245,1
FXUS,20190214,102225,3.245,1
FXUS,20190214,102243,3.242,2
FXUS,20190214,102340,3.242,1
FXUS,20190214,102357,3.245,1
FXUS,20190214,102357,3.246,1
FXUS,20190214,102357,3.246,4
FXUS,20190214,102357,3.246,3
FXUS,20190214,102446,3.245,2
FXUS,20190214,102519,3.242,1
FXUS,20190214,102520,3.242,10
FXUS,20190214,102612,3.245,3
FXUS,20190214,102759,3.245,1
FXUS,20190214,102825,3.243,8
FXUS,20190214,102825,3.241,1
FXUS,20190214,102825,3.239,4
FXUS,20190214,102825,3.238,37
FXUS,20190214,102926,3.241,2
FXUS,20190214,103000,3.241,2
FXUS,20190214,103124,3.245,1
FXUS,20190214,103124,3.246,3
FXUS,20190214,103124,3.246,1
FXUS,20190214,103135,3.240,2
FXUS,20190214,103234,3.245,3
FXUS,20190214,103500,3.245,1
FXUS,20190214,103500,3.245,1
FXUS,20190214,103505,3.243,1
FXUS,20190214,103545,3.245,1
FXUS,20190214,103545,3.245,1
FXUS,20190214,103545,3.245,1
FXUS,20190214,103602,3.245,2
FXUS,20190214,103631,3.245,1
FXUS,20190214,103702,3.245,1
FXUS,20190214,103813,3.245,5
FXUS,20190214,103906,3.244,3
FXUS,20190214,103927,3.245,1
FXUS,20190214,103950,3.244,3
FXUS,20190214,103955,3.244,3
FXUS,20190214,104251,3.245,3
FXUS,20190214,104310,3.245,9
FXUS,20190214,104310,3.245,1
FXUS,20190214,104310,3.246,1
FXUS,20190214,104310,3.246,1
FXUS,20190214,104406,3.247,1
FXUS,20190214,104500,3.247,1
FXUS,20190214,104658,3.247,1
FXUS,20190214,104658,3.248,1
FXUS,20190214,104721,3.249,2
FXUS,20190214,104817,3.248,1
FXUS,20190214,104824,3.249,1
FXUS,20190214,104824,3.249,2
FXUS,20190214,104824,3.250,1
FXUS,20190214,104837,3.250,1
FXUS,20190214,104844,3.250,1
FXUS,20190214,104924,3.250,3
FXUS,20190214,104924,3.250,1
FXUS,20190214,104929,3.250,1
FXUS,20190214,104938,3.249,8
FXUS,20190214,104955,3.249,2
FXUS,20190214,105028,3.250,1
FXUS,20190214,105159,3.250,3
FXUS,20190214,105336,3.249,1
FXUS,20190214,105606,3.250,2
FXUS,20190214,105644,3.250,1
FXUS,20190214,105757,3.249,1
FXUS,20190214,105757,3.250,1
FXUS,20190214,105801,3.250,1
FXUS,20190214,105801,3.250,1
FXUS,20190214,105801,3.251,1
FXUS,20190214,105858,3.252,1
FXUS,20190214,105858,3.252,1
FXUS,20190214,105858,3.253,1
FXUS,20190214,105906,3.253,1
FXUS,20190214,110045,3.255,1
FXUS,20190214,110045,3.255,1
FXUS,20190214,110045,3.256,1
FXUS,20190214,110045,3.257,3
FXUS,20190214,110318,3.257,1
FXUS,20190214,110321,3.257,9
FXUS,20190214,110341,3.258,1
FXUS,20190214,110341,3.259,1
FXUS,20190214,110440,3.260,1
FXUS,20190214,110440,3.260,1
FXUS,20190214,110440,3.261,1
FXUS,20190214,110440,3.262,1
FXUS,20190214,110440,3.264,39
FXUS,20190214,110449,3.257,1
FXUS,20190214,110601,3.263,1
FXUS,20190214,110732,3.258,2
FXUS,20190214,110822,3.260,1
FXUS,20190214,110832,3.262,1
FXUS,20190214,110832,3.262,1
FXUS,20190214,110832,3.263,1
FXUS,20190214,110832,3.264,1
FXUS,20190214,110832,3.264,6
FXUS,20190214,110832,3.265,1
FXUS,20190214,110832,3.265,1
FXUS,20190214,110832,3.265,3
FXUS,20190214,110942,3.265,1
FXUS,20190214,111038,3.261,1
FXUS,20190214,111051,3.261,16
FXUS,20190214,111114,3.262,1
FXUS,20190214,111114,3.262,4
FXUS,20190214,111115,3.265,1
FXUS,20190214,111115,3.265,1
FXUS,20190214,111115,3.266,6
FXUS,20190214,111135,3.266,1
FXUS,20190214,111148,3.266,5
FXUS,20190214,111207,3.266,1
FXUS,20190214,111210,3.264,1
FXUS,20190214,111258,3.266,1
FXUS,20190214,111401,3.265,1
FXUS,20190214,111401,3.266,4
FXUS,20190214,111438,3.261,10
FXUS,20190214,111449,3.266,10
FXUS,20190214,111453,3.261,3
FXUS,20190214,111454,3.261,5
FXUS,20190214,111502,3.266,20
FXUS,20190214,111529,3.266,5
FXUS,20190214,111609,3.266,1
FXUS,20190214,111610,3.266,1
FXUS,20190214,111625,3.266,10
FXUS,20190214,111625,3.266,1
FXUS,20190214,111625,3.267,1
FXUS,20190214,111625,3.268,2
FXUS,20190214,111625,3.268,15
FXUS,20190214,111643,3.268,16
FXUS,20190214,111644,3.268,23
FXUS,20190214,111645,3.268,11
FXUS,20190214,111645,3.268,1
FXUS,20190214,111645,3.269,2
FXUS,20190214,111645,3.269,1
FXUS,20190214,111645,3.270,2
FXUS,20190214,111710,3.270,4
FXUS,20190214,111727,3.271,2
FXUS,20190214,111727,3.271,2
FXUS,20190214,111727,3.271,1
FXUS,20190214,111806,3.271,1
FXUS,20190214,111822,3.271,6
FXUS,20190214,111822,3.272,2
FXUS,20190214,111822,3.272,67
FXUS,20190214,111833,3.272,1
FXUS,20190214,111839,3.272,1
FXUS,20190214,111936,3.272,3
FXUS,20190214,112315,3.272,1
FXUS,20190214,112336,3.270,25
FXUS,20190214,112336,3.270,104
FXUS,20190214,112336,3.270,1
FXUS,20190214,112344,3.270,1
FXUS,20190214,112508,3.270,1
FXUS,20190214,112514,3.270,20
FXUS,20190214,112526,3.267,1
FXUS,20190214,112526,3.266,6
FXUS,20190214,112526,3.265,14
FXUS,20190214,112659,3.270,13
FXUS,20190214,112711,3.270,1
FXUS,20190214,112803,3.271,1
FXUS,20190214,113019,3.271,1
FXUS,20190214,113019,3.272,1
FXUS,20190214,113247,3.272,1
FXUS,20190214,113247,3.273,1
FXUS,20190214,113247,3.274,1
FXUS,20190214,113445,3.275,1
FXUS,20190214,113523,3.276,6
FXUS,20190214,113523,3.277,4
FXUS,20190214,113637,3.277,1
FXUS,20190214,113704,3.277,1
FXUS,20190214,113852,3.277,1
FXUS,20190214,113852,3.277,14
FXUS,20190214,114038,3.276,1
FXUS,20190214,114437,3.274,36
FXUS,20190214,114550,3.270,1
FXUS,20190214,114646,3.267,10
FXUS,20190214,114819,3.270,3
FXUS,20190214,114922,3.270,1
FXUS,20190214,114925,3.270,8
FXUS,20190214,115003,3.267,3
FXUS,20190214,115108,3.267,2
FXUS,20190214,115136,3.267,7
FXUS,20190214,115224,3.270,9
FXUS,20190214,115224,3.271,1
FXUS,20190214,115338,3.270,10
FXUS,20190214,115434,3.270,3
FXUS,20190214,115434,3.270,7
FXUS,20190214,115713,3.267,3
FXUS,20190214,115713,3.267,4
FXUS,20190214,115736,3.269,2
FXUS,20190214,115749,3.270,4
FXUS,20190214,115749,3.270,4
FXUS,20190214,115837,3.267,6
FXUS,20190214,115850,3.270,10
FXUS,20190214,115933,3.271,1
FXUS,20190214,120119,3.270,1
FXUS,20190214,120137,3.270,5
FXUS,20190214,120454,3.269,1
FXUS,20190214,120600,3.269,6
FXUS,20190214,120600,3.268,3
FXUS,20190214,120711,3.267,2
FXUS,20190214,120808,3.267,16
FXUS,20190214,120808,3.266,1
FXUS,20190214,120808,3.266,1
FXUS,20190214,120815,3.262,2
FXUS,20190214,120817,3.266,8
FXUS,20190214,120857,3.266,3
FXUS,20190214,120912,3.261,1
FXUS,20190214,120920,3.261,27
FXUS,20190214,120920,3.260,6
FXUS,20190214,120920,3.260,6
FXUS,20190214,120920,3.260,4
FXUS,20190214,120920,3.259,2
FXUS,20190214,120920,3.259,14
FXUS,20190214,120928,3.259,5
FXUS,20190214,121023,3.265,1
FXUS,20190214,121037,3.259,15
FXUS,20190214,121135,3.265,1
FXUS,20190214,121142,3.265,2
FXUS,20190214,121301,3.258,1
FXUS,20190214,121314,3.263,2
FXUS,20190214,121412,3.263,3
FXUS,20190214,121526,3.258,1
FXUS,20190214,121611,3.258,2
FXUS,20190214,121611,3.257,2
FXUS,20190214,121611,3.257,15
