FXDE,20190214,100026,1.981,1
FXDE,20190214,100152,1.984,1
FXDE,20190214,100414,1.983,10
FXDE,20190214,100457,1.981,1
FXDE,20190214,100510,1.981,1
FXDE,20190214,100750,1.984,1
FXDE,20190214,100805,1.981,1
FXDE,20190214,101145,1.981,1
FXDE,20190214,101341,1.985,20
FXDE,20190214,101523,1.984,6
FXDE,20190214,101615,1.982,1
FXDE,20190214,101634,1.981,1
FXDE,20190214,101837,1.980,1
FXDE,20190214,102202,1.980,2
FXDE,20190214,102203,1.980,5
FXDE,20190214,102531,1.980,5
FXDE,20190214,102547,1.978,10
FXDE,20190214,102721,1.978,1
FXDE,20190214,102910,1.979,1
FXDE,20190214,103020,1.979,5
FXDE,20190214,103320,1.980,2
FXDE,20190214,103320,1.980,35
FXDE,20190214,103320,1.981,12
FXDE,20190214,103447,1.982,50
FXDE,20190214,104107,1.982,2
FXDE,20190214,104154,1.982,7
FXDE,20190214,104200,1.982,1
FXDE,20190214,104200,1.982,19
FXDE,20190214,104237,1.983,10
FXDE,20190214,104250,1.984,139
FXDE,20190214,104316,1.984,1
FXDE,20190214,104322,1.985,50
FXDE,20190214,104322,1.985,7
FXDE,20190214,104549,1.988,5
FXDE,20190214,104742,1.985,1
FXDE,20190214,104912,1.989,6
FXDE,20190214,104913,1.990,2
FXDE,20190214,104913,1.990,20
FXDE,20190214,104932,1.991,1
FXDE,20190214,105021,1.992,12
FXDE,20190214,105024,1.992,13
FXDE,20190214,105351,1.992,1
FXDE,20190214,105742,1.995,2
FXDE,20190214,105938,1.995,1
FXDE,20190214,105938,1.995,2
FXDE,20190214,110021,1.996,4
FXDE,20190214,110109,1.996,2
FXDE,20190214,110145,1.996,1
FXDE,20190214,110251,1.996,1
FXDE,20190214,110346,1.998,6
FXDE,20190214,110346,1.998,1
FXDE,20190214,110347,1.999,2
FXDE,20190214,110937,1.996,9
FXDE,20190214,110937,1.996,2
FXDE,20190214,110937,1.995,2
FXDE,20190214,111642,1.992,5
FXDE,20190214,111708,1.993,1
FXDE,20190214,111722,1.995,1
FXDE,20190214,111722,1.995,1
FXDE,20190214,111747,1.995,1
FXDE,20190214,111831,1.997,1
FXDE,20190214,111904,1.998,5
FXDE,20190214,112006,1.997,1
FXDE,20190214,112006,1.994,59
FXDE,20190214,112111,1.998,2
FXDE,20190214,112306,1.996,1
FXDE,20190214,113010,1.994,4
FXDE,20190214,113223,1.994,1
FXDE,20190214,113248,1.995,1
FXDE,20190214,113309,1.996,8
FXDE,20190214,113951,1.997,1
